,serum,virus,replicate,concentration,fraction infectivity
0,24C_d104,L452R,1,0.04,-3.057e-07
1,24C_d104,L452R,1,0.01333,0.007319
2,24C_d104,L452R,1,0.004444,0.1134
3,24C_d104,L452R,1,0.001481,0.5151
4,24C_d104,L452R,1,0.0004938,1.065
5,24C_d104,L452R,1,0.0001646,0.8757
6,24C_d104,L452R,1,5.487e-05,0.7402
7,24C_d104,L452R,1,1.829e-05,1.057
8,24C_d104,L452R,2,0.04,-7.642e-06
9,24C_d104,L452R,2,0.01333,0.001309
10,24C_d104,L452R,2,0.004444,0.1293
11,24C_d104,L452R,2,0.001481,0.3838
12,24C_d104,L452R,2,0.0004938,1.1
13,24C_d104,L452R,2,0.0001646,0.9858
14,24C_d104,L452R,2,5.487e-05,0.825
15,24C_d104,L452R,2,1.829e-05,0.9026
16,22C_d104,L452R,1,0.04,2.415e-05
17,22C_d104,L452R,1,0.01333,0.03008
18,22C_d104,L452R,1,0.004444,0.2849
19,22C_d104,L452R,1,0.001481,0.7818
20,22C_d104,L452R,1,0.0004938,1.106
21,22C_d104,L452R,1,0.0001646,0.8987
22,22C_d104,L452R,1,5.487e-05,0.878
23,22C_d104,L452R,1,1.829e-05,1.206
24,22C_d104,L452R,2,0.04,0.003611
25,22C_d104,L452R,2,0.01333,0.06026
26,22C_d104,L452R,2,0.004444,0.4185
27,22C_d104,L452R,2,0.001481,0.8251
28,22C_d104,L452R,2,0.0004938,1.223
29,22C_d104,L452R,2,0.0001646,1.076
30,22C_d104,L452R,2,5.487e-05,0.8391
31,22C_d104,L452R,2,1.829e-05,1.095
32,25_d94,L452R,1,0.04,0.009375
33,25_d94,L452R,1,0.01333,0.02649
34,25_d94,L452R,1,0.004444,0.4146
35,25_d94,L452R,1,0.001481,0.953
36,25_d94,L452R,1,0.0004938,1.139
37,25_d94,L452R,1,0.0001646,1.046
38,25_d94,L452R,1,5.487e-05,1.006
39,25_d94,L452R,1,1.829e-05,0.9893
40,25_d94,L452R,2,0.04,-7.642e-06
41,25_d94,L452R,2,0.01333,0.0751
42,25_d94,L452R,2,0.004444,0.3358
43,25_d94,L452R,2,0.001481,0.7655
44,25_d94,L452R,2,0.0004938,1.288
45,25_d94,L452R,2,0.0001646,1.206
46,25_d94,L452R,2,5.487e-05,0.9919
47,25_d94,L452R,2,1.829e-05,1.14
48,23C_d102,L452R,1,0.04,0.008991
49,23C_d102,L452R,1,0.01333,0.1417
50,23C_d102,L452R,1,0.004444,0.6111
51,23C_d102,L452R,1,0.001481,1.131
52,23C_d102,L452R,1,0.0004938,1.099
53,23C_d102,L452R,1,0.0001646,0.8208
54,23C_d102,L452R,1,5.487e-05,0.9385
55,23C_d102,L452R,1,1.829e-05,0.9922
56,23C_d102,L452R,2,0.04,0.02058
57,23C_d102,L452R,2,0.01333,0.1347
58,23C_d102,L452R,2,0.004444,0.5587
59,23C_d102,L452R,2,0.001481,1.266
60,23C_d102,L452R,2,0.0004938,1.182
61,23C_d102,L452R,2,0.0001646,0.8128
62,23C_d102,L452R,2,5.487e-05,0.9426
63,23C_d102,L452R,2,1.829e-05,0.9822
64,24C_d104,F456A,1,0.04,-3.272e-05
65,24C_d104,F456A,1,0.01333,0.004411
66,24C_d104,F456A,1,0.004444,0.05657
67,24C_d104,F456A,1,0.001481,0.2071
68,24C_d104,F456A,1,0.0004938,0.5452
69,24C_d104,F456A,1,0.0001646,0.7274
70,24C_d104,F456A,1,5.487e-05,0.934
71,24C_d104,F456A,1,1.829e-05,0.9851
72,24C_d104,F456A,2,0.04,-1.575e-05
73,24C_d104,F456A,2,0.01333,0.007208
74,24C_d104,F456A,2,0.004444,0.04608
75,24C_d104,F456A,2,0.001481,0.1952
76,24C_d104,F456A,2,0.0004938,0.7092
77,24C_d104,F456A,2,0.0001646,0.7598
78,24C_d104,F456A,2,5.487e-05,0.9633
79,24C_d104,F456A,2,1.829e-05,1.102
80,22C_d104,F456A,1,0.04,0.04985
81,22C_d104,F456A,1,0.01333,0.1323
82,22C_d104,F456A,1,0.004444,0.4034
83,22C_d104,F456A,1,0.001481,0.6024
84,22C_d104,F456A,1,0.0004938,0.8907
85,22C_d104,F456A,1,0.0001646,0.6989
86,22C_d104,F456A,1,5.487e-05,0.9932
87,22C_d104,F456A,1,1.829e-05,0.946
88,22C_d104,F456A,2,0.04,0.0198
89,22C_d104,F456A,2,0.01333,0.1446
90,22C_d104,F456A,2,0.004444,0.4205
91,22C_d104,F456A,2,0.001481,0.8127
92,22C_d104,F456A,2,0.0004938,1.097
93,22C_d104,F456A,2,0.0001646,0.7934
94,22C_d104,F456A,2,5.487e-05,1.056
95,22C_d104,F456A,2,1.829e-05,0.7896
96,25_d94,F456A,1,0.04,0.04743
97,25_d94,F456A,1,0.01333,0.1412
98,25_d94,F456A,1,0.004444,0.3928
99,25_d94,F456A,1,0.001481,0.6033
100,25_d94,F456A,1,0.0004938,0.8684
101,25_d94,F456A,1,0.0001646,0.7688
102,25_d94,F456A,1,5.487e-05,0.9952
103,25_d94,F456A,1,1.829e-05,0.9823
104,25_d94,F456A,2,0.04,0.02939
105,25_d94,F456A,2,0.01333,0.1606
106,25_d94,F456A,2,0.004444,0.5372
107,25_d94,F456A,2,0.001481,0.607
108,25_d94,F456A,2,0.0004938,0.9258
109,25_d94,F456A,2,0.0001646,0.771
110,25_d94,F456A,2,5.487e-05,0.836
111,25_d94,F456A,2,1.829e-05,0.8883
112,23C_d102,F456A,1,0.04,0.005558
113,23C_d102,F456A,1,0.01333,0.1309
114,23C_d102,F456A,1,0.004444,0.4093
115,23C_d102,F456A,1,0.001481,0.7188
116,23C_d102,F456A,1,0.0004938,1.014
117,23C_d102,F456A,1,0.0001646,0.8801
118,23C_d102,F456A,1,5.487e-05,0.8304
119,23C_d102,F456A,1,1.829e-05,0.9259
120,23C_d102,F456A,2,0.04,0.0174
121,23C_d102,F456A,2,0.01333,0.1069
122,23C_d102,F456A,2,0.004444,0.3541
123,23C_d102,F456A,2,0.001481,0.7852
124,23C_d102,F456A,2,0.0004938,0.814
125,23C_d102,F456A,2,0.0001646,0.7624
126,23C_d102,F456A,2,5.487e-05,0.9754
127,23C_d102,F456A,2,1.829e-05,1.111
128,24C_d104,P384R,1,0.04,1.155e-05
129,24C_d104,P384R,1,0.01333,0.01222
130,24C_d104,P384R,1,0.004444,0.06984
131,24C_d104,P384R,1,0.001481,0.3119
132,24C_d104,P384R,1,0.0004938,0.5104
133,24C_d104,P384R,1,0.0001646,0.8815
134,24C_d104,P384R,1,5.487e-05,1.042
135,24C_d104,P384R,1,1.829e-05,1.163
136,24C_d104,P384R,2,0.04,0.0002189
137,24C_d104,P384R,2,0.01333,2.234e-05
138,24C_d104,P384R,2,0.004444,0.05387
139,24C_d104,P384R,2,0.001481,0.2761
140,24C_d104,P384R,2,0.0004938,0.6935
141,24C_d104,P384R,2,0.0001646,0.6681
142,24C_d104,P384R,2,5.487e-05,1.077
143,24C_d104,P384R,2,1.829e-05,1.224
144,22C_d104,P384R,1,0.04,0.001106
145,22C_d104,P384R,1,0.01333,0.04213
146,22C_d104,P384R,1,0.004444,0.2686
147,22C_d104,P384R,1,0.001481,0.4869
148,22C_d104,P384R,1,0.0004938,0.7692
149,22C_d104,P384R,1,0.0001646,0.9138
150,22C_d104,P384R,1,5.487e-05,0.8254
151,22C_d104,P384R,1,1.829e-05,1.208
152,22C_d104,P384R,2,0.04,0.009189
153,22C_d104,P384R,2,0.01333,0.04356
154,22C_d104,P384R,2,0.004444,0.2871
155,22C_d104,P384R,2,0.001481,0.5043
156,22C_d104,P384R,2,0.0004938,0.7545
157,22C_d104,P384R,2,0.0001646,0.8378
158,22C_d104,P384R,2,5.487e-05,1.007
159,22C_d104,P384R,2,1.829e-05,1.217
160,25_d94,P384R,1,0.04,0.005747
161,25_d94,P384R,1,0.01333,0.05824
162,25_d94,P384R,1,0.004444,0.3826
163,25_d94,P384R,1,0.001481,0.6575
164,25_d94,P384R,1,0.0004938,0.7553
165,25_d94,P384R,1,0.0001646,1.037
166,25_d94,P384R,1,5.487e-05,1.032
167,25_d94,P384R,1,1.829e-05,1.078
168,25_d94,P384R,2,0.04,4.059e-06
169,25_d94,P384R,2,0.01333,0.04046
170,25_d94,P384R,2,0.004444,0.3689
171,25_d94,P384R,2,0.001481,0.7392
172,25_d94,P384R,2,0.0004938,0.7998
173,25_d94,P384R,2,0.0001646,1
174,25_d94,P384R,2,5.487e-05,1.029
175,25_d94,P384R,2,1.829e-05,1.03
176,23C_d102,P384R,1,0.04,0.003326
177,23C_d102,P384R,1,0.01333,0.05446
178,23C_d102,P384R,1,0.004444,0.229
179,23C_d102,P384R,1,0.001481,0.4628
180,23C_d102,P384R,1,0.0004938,0.8731
181,23C_d102,P384R,1,0.0001646,1.031
182,23C_d102,P384R,1,5.487e-05,0.9923
183,23C_d102,P384R,1,1.829e-05,1.097
184,23C_d102,P384R,2,0.04,3.403e-05
185,23C_d102,P384R,2,0.01333,0.05277
186,23C_d102,P384R,2,0.004444,0.2186
187,23C_d102,P384R,2,0.001481,0.4842
188,23C_d102,P384R,2,0.0004938,0.7087
189,23C_d102,P384R,2,0.0001646,1.052
190,23C_d102,P384R,2,5.487e-05,1.01
191,23C_d102,P384R,2,1.829e-05,1.111
192,M03-day-119,L452R,1,0.04,-1.627e-05
193,M03-day-119,L452R,1,0.01333,0.005613
194,M03-day-119,L452R,1,0.004444,0.07212
195,M03-day-119,L452R,1,0.001481,0.3149
196,M03-day-119,L452R,1,0.0004938,1.144
197,M03-day-119,L452R,1,0.0001646,0.9302
198,M03-day-119,L452R,1,5.487e-05,0.86
199,M03-day-119,L452R,1,1.829e-05,1.1
200,M03-day-119,L452R,2,0.04,1.127e-05
201,M03-day-119,L452R,2,0.01333,0.0004975
202,M03-day-119,L452R,2,0.004444,0.07008
203,M03-day-119,L452R,2,0.001481,0.6277
204,M03-day-119,L452R,2,0.0004938,1.386
205,M03-day-119,L452R,2,0.0001646,1.209
206,M03-day-119,L452R,2,5.487e-05,1.071
207,M03-day-119,L452R,2,1.829e-05,0.9451
208,M05-day-119,L452R,1,0.04,1.252e-06
209,M05-day-119,L452R,1,0.01333,4.93e-05
210,M05-day-119,L452R,1,0.004444,0.1259
211,M05-day-119,L452R,1,0.001481,0.5093
212,M05-day-119,L452R,1,0.0004938,1.335
213,M05-day-119,L452R,1,0.0001646,0.8755
214,M05-day-119,L452R,1,5.487e-05,0.783
215,M05-day-119,L452R,1,1.829e-05,0.954
216,M05-day-119,L452R,2,0.04,6.259e-06
217,M05-day-119,L452R,2,0.01333,0.00192
218,M05-day-119,L452R,2,0.004444,0.04684
219,M05-day-119,L452R,2,0.001481,0.2854
220,M05-day-119,L452R,2,0.0004938,1.003
221,M05-day-119,L452R,2,0.0001646,0.9052
222,M05-day-119,L452R,2,5.487e-05,0.8216
223,M05-day-119,L452R,2,1.829e-05,0.9559
224,M06-day-119,L452R,1,0.04,-1.878e-05
225,M06-day-119,L452R,1,0.01333,0.01107
226,M06-day-119,L452R,1,0.004444,0.109
227,M06-day-119,L452R,1,0.001481,0.6533
228,M06-day-119,L452R,1,0.0004938,1.244
229,M06-day-119,L452R,1,0.0001646,0.9642
230,M06-day-119,L452R,1,5.487e-05,0.848
231,M06-day-119,L452R,1,1.829e-05,0.9765
232,M06-day-119,L452R,2,0.04,-2.128e-05
233,M06-day-119,L452R,2,0.01333,0.0002106
234,M06-day-119,L452R,2,0.004444,0.1176
235,M06-day-119,L452R,2,0.001481,0.5914
236,M06-day-119,L452R,2,0.0004938,1.346
237,M06-day-119,L452R,2,0.0001646,1.135
238,M06-day-119,L452R,2,5.487e-05,0.8117
239,M06-day-119,L452R,2,1.829e-05,1.134
240,M11-day-119,L452R,1,0.04,1.252e-06
241,M11-day-119,L452R,1,0.01333,0.004492
242,M11-day-119,L452R,1,0.004444,0.06277
243,M11-day-119,L452R,1,0.001481,0.5066
244,M11-day-119,L452R,1,0.0004938,1.202
245,M11-day-119,L452R,1,0.0001646,1.117
246,M11-day-119,L452R,1,5.487e-05,0.8701
247,M11-day-119,L452R,1,1.829e-05,0.9551
248,M11-day-119,L452R,2,0.04,-1.377e-05
249,M11-day-119,L452R,2,0.01333,-1.494e-06
250,M11-day-119,L452R,2,0.004444,0.03499
251,M11-day-119,L452R,2,0.001481,0.4615
252,M11-day-119,L452R,2,0.0004938,0.9614
253,M11-day-119,L452R,2,0.0001646,0.878
254,M11-day-119,L452R,2,5.487e-05,0.8506
255,M11-day-119,L452R,2,1.829e-05,0.8964
256,M03-day-119,F456A,1,0.04,-8.409e-05
257,M03-day-119,F456A,1,0.01333,0.04665
258,M03-day-119,F456A,1,0.004444,0.5156
259,M03-day-119,F456A,1,0.001481,0.9063
260,M03-day-119,F456A,1,0.0004938,0.7936
261,M03-day-119,F456A,1,0.0001646,0.8561
262,M03-day-119,F456A,1,5.487e-05,0.7884
263,M03-day-119,F456A,1,1.829e-05,0.8762
264,M03-day-119,F456A,2,0.04,-5.401e-05
265,M03-day-119,F456A,2,0.01333,0.09187
266,M03-day-119,F456A,2,0.004444,0.5153
267,M03-day-119,F456A,2,0.001481,0.8684
268,M03-day-119,F456A,2,0.0004938,0.8912
269,M03-day-119,F456A,2,0.0001646,0.839
270,M03-day-119,F456A,2,5.487e-05,0.903
271,M03-day-119,F456A,2,1.829e-05,0.8817
272,M05-day-119,F456A,1,0.04,8.888e-06
273,M05-day-119,F456A,1,0.01333,0.02055
274,M05-day-119,F456A,1,0.004444,0.4466
275,M05-day-119,F456A,1,0.001481,0.6538
276,M05-day-119,F456A,1,0.0004938,0.9445
277,M05-day-119,F456A,1,0.0001646,0.8837
278,M05-day-119,F456A,1,5.487e-05,0.9723
279,M05-day-119,F456A,1,1.829e-05,0.9883
280,M05-day-119,F456A,2,0.04,-5.128e-05
281,M05-day-119,F456A,2,0.01333,0.1111
282,M05-day-119,F456A,2,0.004444,0.2988
283,M05-day-119,F456A,2,0.001481,0.6569
284,M05-day-119,F456A,2,0.0004938,0.7937
285,M05-day-119,F456A,2,0.0001646,0.7804
286,M05-day-119,F456A,2,5.487e-05,0.7515
287,M05-day-119,F456A,2,1.829e-05,0.8169
288,M06-day-119,F456A,1,0.04,0.006102
289,M06-day-119,F456A,1,0.01333,0.1063
290,M06-day-119,F456A,1,0.004444,0.3098
291,M06-day-119,F456A,1,0.001481,0.6278
292,M06-day-119,F456A,1,0.0004938,0.7793
293,M06-day-119,F456A,1,0.0001646,0.7606
294,M06-day-119,F456A,1,5.487e-05,0.9266
295,M06-day-119,F456A,1,1.829e-05,0.8107
296,M06-day-119,F456A,2,0.04,0.002336
297,M06-day-119,F456A,2,0.01333,0.0926
298,M06-day-119,F456A,2,0.004444,0.304
299,M06-day-119,F456A,2,0.001481,0.6199
300,M06-day-119,F456A,2,0.0004938,0.6986
301,M06-day-119,F456A,2,0.0001646,0.8401
302,M06-day-119,F456A,2,5.487e-05,0.8099
303,M06-day-119,F456A,2,1.829e-05,0.9491
304,M11-day-119,F456A,1,0.04,-4.854e-05
305,M11-day-119,F456A,1,0.01333,0.03106
306,M11-day-119,F456A,1,0.004444,0.5134
307,M11-day-119,F456A,1,0.001481,0.7531
308,M11-day-119,F456A,1,0.0004938,0.8454
309,M11-day-119,F456A,1,0.0001646,0.9433
310,M11-day-119,F456A,1,5.487e-05,0.8734
311,M11-day-119,F456A,1,1.829e-05,0.8524
312,M11-day-119,F456A,2,0.04,-3.487e-05
313,M11-day-119,F456A,2,0.01333,0.04195
314,M11-day-119,F456A,2,0.004444,0.4004
315,M11-day-119,F456A,2,0.001481,0.7493
316,M11-day-119,F456A,2,0.0004938,0.8015
317,M11-day-119,F456A,2,0.0001646,0.7917
318,M11-day-119,F456A,2,5.487e-05,0.7695
319,M11-day-119,F456A,2,1.829e-05,0.9186
320,24C_d104,K417N-G446V-E484K,1,0.04,0.1212
321,24C_d104,K417N-G446V-E484K,1,0.01333,0.4116
322,24C_d104,K417N-G446V-E484K,1,0.004444,1.099
323,24C_d104,K417N-G446V-E484K,1,0.001481,1.058
324,24C_d104,K417N-G446V-E484K,1,0.0004938,0.9069
325,24C_d104,K417N-G446V-E484K,1,0.0001646,1.103
326,24C_d104,K417N-G446V-E484K,1,5.487e-05,1.157
327,24C_d104,K417N-G446V-E484K,1,1.829e-05,0.8294
328,24C_d104,K417N-G446V-E484K,2,0.04,0.09614
329,24C_d104,K417N-G446V-E484K,2,0.01333,0.4926
330,24C_d104,K417N-G446V-E484K,2,0.004444,1.163
331,24C_d104,K417N-G446V-E484K,2,0.001481,1.221
332,24C_d104,K417N-G446V-E484K,2,0.0004938,0.9853
333,24C_d104,K417N-G446V-E484K,2,0.0001646,1.351
