serum,virus,replicate,concentration,fraction infectivity,date
23_d120,wildtype,2,0.0004938,0.6504,2021-03-08
23_d120,wildtype,2,0.0001646,0.7529,2021-03-08
23_d120,wildtype,2,5.487e-05,0.7621,2021-03-08
23_d120,wildtype,2,1.829e-05,1.112,2021-03-08
1C_d113,wildtype,1,0.04,0.004226,2021-03-08
1C_d113,wildtype,1,0.01333,0.07757,2021-03-08
1C_d113,wildtype,1,0.004444,0.3626,2021-03-08
1C_d113,wildtype,1,0.001481,0.6307,2021-03-08
1C_d113,wildtype,1,0.0004938,0.8353,2021-03-08
1C_d113,wildtype,1,0.0001646,0.9059,2021-03-08
1C_d113,wildtype,1,5.487e-05,1.075,2021-03-08
1C_d113,wildtype,1,1.829e-05,1.007,2021-03-08
1C_d113,wildtype,2,0.04,0.00737,2021-03-08
1C_d113,wildtype,2,0.01333,0.05149,2021-03-08
1C_d113,wildtype,2,0.004444,0.3469,2021-03-08
1C_d113,wildtype,2,0.001481,0.6919,2021-03-08
1C_d113,wildtype,2,0.0004938,1.005,2021-03-08
1C_d113,wildtype,2,0.0001646,0.9376,2021-03-08
1C_d113,wildtype,2,5.487e-05,0.8988,2021-03-08
1C_d113,wildtype,2,1.829e-05,1.056,2021-03-08
M03-day-119,E484K,1,0.04,-3.825e-05,2021-03-08
M03-day-119,E484K,1,0.01333,4.209e-05,2021-03-08
M03-day-119,E484K,1,0.004444,0.0016,2021-03-08
M03-day-119,E484K,1,0.001481,0.301,2021-03-08
M03-day-119,E484K,1,0.0004938,0.5996,2021-03-08
M03-day-119,E484K,1,0.0001646,0.477,2021-03-08
M03-day-119,E484K,1,5.487e-05,1.323,2021-03-08
M03-day-119,E484K,1,1.829e-05,1.042,2021-03-08
M03-day-119,E484K,2,0.04,-7.998e-05,2021-03-08
M03-day-119,E484K,2,0.01333,6.08e-05,2021-03-08
M03-day-119,E484K,2,0.004444,0.04341,2021-03-08
M03-day-119,E484K,2,0.001481,0.5412,2021-03-08
M03-day-119,E484K,2,0.0004938,0.8353,2021-03-08
M03-day-119,E484K,2,0.0001646,0.6647,2021-03-08
M03-day-119,E484K,2,5.487e-05,1.086,2021-03-08
M03-day-119,E484K,2,1.829e-05,0.6637,2021-03-08
M05-day-119,E484K,1,0.04,0.0001287,2021-03-08
M05-day-119,E484K,1,0.01333,9.822e-05,2021-03-08
M05-day-119,E484K,1,0.004444,0.0882,2021-03-08
M05-day-119,E484K,1,0.001481,0.404,2021-03-08
M05-day-119,E484K,1,0.0004938,0.8923,2021-03-08
M05-day-119,E484K,1,0.0001646,0.4241,2021-03-08
M05-day-119,E484K,1,5.487e-05,0.627,2021-03-08
M05-day-119,E484K,1,1.829e-05,1.193,2021-03-08
M05-day-119,E484K,2,0.04,-3.825e-05,2021-03-08
M05-day-119,E484K,2,0.01333,6.08e-05,2021-03-08
M05-day-119,E484K,2,0.004444,0.2076,2021-03-08
M05-day-119,E484K,2,0.001481,0.3044,2021-03-08
M05-day-119,E484K,2,0.0004938,0.8392,2021-03-08
M05-day-119,E484K,2,0.0001646,0.4765,2021-03-08
M05-day-119,E484K,2,5.487e-05,1.128,2021-03-08
M05-day-119,E484K,2,1.829e-05,1.434,2021-03-08
M06-day-119,E484K,1,0.04,-1.043e-05,2021-03-08
M06-day-119,E484K,1,0.01333,0.1405,2021-03-08
M06-day-119,E484K,1,0.004444,0.06147,2021-03-08
M06-day-119,E484K,1,0.001481,0.1975,2021-03-08
M06-day-119,E484K,1,0.0004938,0.8709,2021-03-08
M06-day-119,E484K,1,0.0001646,0.7164,2021-03-08
M06-day-119,E484K,1,5.487e-05,1.131,2021-03-08
M06-day-119,E484K,1,1.829e-05,1.275,2021-03-08
M06-day-119,E484K,2,0.04,-2.434e-05,2021-03-08
M06-day-119,E484K,2,0.01333,0.001108,2021-03-08
M06-day-119,E484K,2,0.004444,0.1143,2021-03-08
M06-day-119,E484K,2,0.001481,0.4948,2021-03-08
M06-day-119,E484K,2,0.0004938,0.7086,2021-03-08
M06-day-119,E484K,2,0.0001646,0.6479,2021-03-08
M06-day-119,E484K,2,5.487e-05,0.9158,2021-03-08
M06-day-119,E484K,2,1.829e-05,0.8971,2021-03-08
M11-day-119,E484K,1,0.04,1.739e-05,2021-03-08
M11-day-119,E484K,1,0.01333,-3.274e-05,2021-03-08
M11-day-119,E484K,1,0.004444,0.1526,2021-03-08
M11-day-119,E484K,1,0.001481,0.3089,2021-03-08
M11-day-119,E484K,1,0.0004938,0.694,2021-03-08
M11-day-119,E484K,1,0.0001646,0.4194,2021-03-08
M11-day-119,E484K,1,5.487e-05,0.816,2021-03-08
M11-day-119,E484K,1,1.829e-05,1.084,2021-03-08
M11-day-119,E484K,2,0.04,-3.825e-05,2021-03-08
M11-day-119,E484K,2,0.01333,-3.274e-05,2021-03-08
M11-day-119,E484K,2,0.004444,0.01971,2021-03-08
M11-day-119,E484K,2,0.001481,0.3902,2021-03-08
M11-day-119,E484K,2,0.0004938,1.04,2021-03-08
M11-day-119,E484K,2,0.0001646,0.6704,2021-03-08
M11-day-119,E484K,2,5.487e-05,0.9028,2021-03-08
M11-day-119,E484K,2,1.829e-05,0.8594,2021-03-08
M12-day-119,E484K,1,0.04,-8.937e-06,2021-03-08
M12-day-119,E484K,1,0.01333,3.421e-05,2021-03-08
M12-day-119,E484K,1,0.004444,0.0002221,2021-03-08
M12-day-119,E484K,1,0.001481,0.3768,2021-03-08
M12-day-119,E484K,1,0.0004938,1.482,2021-03-08
M12-day-119,E484K,1,0.0001646,0.4633,2021-03-08
M12-day-119,E484K,1,5.487e-05,0.7952,2021-03-08
M12-day-119,E484K,1,1.829e-05,0.8133,2021-03-08
M12-day-119,E484K,2,0.04,-8.043e-05,2021-03-08
M12-day-119,E484K,2,0.01333,5.702e-05,2021-03-08
M12-day-119,E484K,2,0.004444,0.04633,2021-03-08
M12-day-119,E484K,2,0.001481,0.6239,2021-03-08
M12-day-119,E484K,2,0.0004938,0.7769,2021-03-08
M12-day-119,E484K,2,0.0001646,0.7964,2021-03-08
M12-day-119,E484K,2,5.487e-05,0.8767,2021-03-08
M12-day-119,E484K,2,1.829e-05,0.7118,2021-03-08
M14-day-119,E484K,1,0.04,-8.937e-06,2021-03-08
M14-day-119,E484K,1,0.01333,-5.702e-05,2021-03-08
M14-day-119,E484K,1,0.004444,0.03781,2021-03-08
M14-day-119,E484K,1,0.001481,0.3665,2021-03-08
M14-day-119,E484K,1,0.0004938,0.6668,2021-03-08
M14-day-119,E484K,1,0.0001646,0.8761,2021-03-08
M14-day-119,E484K,1,5.487e-05,0.9796,2021-03-08
M14-day-119,E484K,1,1.829e-05,0.8641,2021-03-08
M14-day-119,E484K,2,0.04,-0.0001162,2021-03-08
M14-day-119,E484K,2,0.01333,-7.983e-05,2021-03-08
M14-day-119,E484K,2,0.004444,9.518e-05,2021-03-08
M14-day-119,E484K,2,0.001481,0.05548,2021-03-08
M14-day-119,E484K,2,0.0004938,0.8181,2021-03-08
M14-day-119,E484K,2,0.0001646,0.8172,2021-03-08
M14-day-119,E484K,2,5.487e-05,0.8268,2021-03-08
M14-day-119,E484K,2,1.829e-05,0.9856,2021-03-08
23_d120,E484K,1,0.04,4.468e-05,2021-03-08
23_d120,E484K,1,0.01333,7.983e-05,2021-03-08
23_d120,E484K,1,0.004444,0.03609,2021-03-08
23_d120,E484K,1,0.001481,0.6345,2021-03-08
23_d120,E484K,1,0.0004938,1.259,2021-03-08
23_d120,E484K,1,0.0001646,0.7437,2021-03-08
23_d120,E484K,1,5.487e-05,0.6145,2021-03-08
23_d120,E484K,1,1.829e-05,0.5532,2021-03-08
23_d120,E484K,2,0.04,-6.256e-05,2021-03-08
23_d120,E484K,2,0.01333,-5.702e-05,2021-03-08
23_d120,E484K,2,0.004444,0.2942,2021-03-08
23_d120,E484K,2,0.001481,0.3345,2021-03-08
23_d120,E484K,2,0.0004938,1.239,2021-03-08
23_d120,E484K,2,0.0001646,0.8294,2021-03-08
23_d120,E484K,2,5.487e-05,0.7455,2021-03-08
23_d120,E484K,2,1.829e-05,0.7338,2021-03-08
1C_d113,E484K,1,0.04,0.07401,2021-03-08
1C_d113,E484K,1,0.01333,0.5821,2021-03-08
1C_d113,E484K,1,0.004444,0.8263,2021-03-08
1C_d113,E484K,1,0.001481,1.038,2021-03-08
1C_d113,E484K,1,0.0004938,1.171,2021-03-08
1C_d113,E484K,1,0.0001646,0.6835,2021-03-08
1C_d113,E484K,1,5.487e-05,0.6749,2021-03-08
1C_d113,E484K,1,1.829e-05,1.414,2021-03-08
1C_d113,E484K,2,0.04,0.1418,2021-03-08
1C_d113,E484K,2,0.01333,0.5291,2021-03-08
1C_d113,E484K,2,0.004444,0.6502,2021-03-08
1C_d113,E484K,2,0.001481,1.003,2021-03-08
1C_d113,E484K,2,0.0004938,1.201,2021-03-08
1C_d113,E484K,2,0.0001646,0.8955,2021-03-08
1C_d113,E484K,2,5.487e-05,0.3937,2021-03-08
1C_d113,E484K,2,1.829e-05,0.7378,2021-03-08
M03-day-119,E484P,1,0.04,-6.293e-06,2021-03-08
M03-day-119,E484P,1,0.01333,0.07078,2021-03-08
M03-day-119,E484P,1,0.004444,0.4161,2021-03-08
M03-day-119,E484P,1,0.001481,0.9098,2021-03-08
M03-day-119,E484P,1,0.0004938,0.9852,2021-03-08
M03-day-119,E484P,1,0.0001646,0.9356,2021-03-08
M03-day-119,E484P,1,5.487e-05,1.131,2021-03-08
M03-day-119,E484P,1,1.829e-05,1.238,2021-03-08
M03-day-119,E484P,2,0.04,7.723e-05,2021-03-08
M03-day-119,E484P,2,0.01333,0.08758,2021-03-08
M03-day-119,E484P,2,0.004444,0.4563,2021-03-08
M03-day-119,E484P,2,0.001481,0.8063,2021-03-08
M03-day-119,E484P,2,0.0004938,0.8464,2021-03-08
M03-day-119,E484P,2,0.0001646,0.9355,2021-03-08
M03-day-119,E484P,2,5.487e-05,1.089,2021-03-08
M03-day-119,E484P,2,1.829e-05,1.248,2021-03-08
M05-day-119,E484P,1,0.04,0.003417,2021-03-08
M05-day-119,E484P,1,0.01333,0.02222,2021-03-08
M05-day-119,E484P,1,0.004444,0.3248,2021-03-08
M05-day-119,E484P,1,0.001481,0.7002,2021-03-08
M05-day-119,E484P,1,0.0004938,0.7682,2021-03-08
M05-day-119,E484P,1,0.0001646,0.8316,2021-03-08
M05-day-119,E484P,1,5.487e-05,1.042,2021-03-08
M05-day-119,E484P,1,1.829e-05,1.003,2021-03-08
M05-day-119,E484P,2,0.04,-1.716e-06,2021-03-08
M05-day-119,E484P,2,0.01333,0.04241,2021-03-08
M05-day-119,E484P,2,0.004444,0.3395,2021-03-08
M05-day-119,E484P,2,0.001481,0.7736,2021-03-08
M05-day-119,E484P,2,0.0004938,0.8745,2021-03-08
M05-day-119,E484P,2,0.0001646,1.01,2021-03-08
M05-day-119,E484P,2,5.487e-05,1.018,2021-03-08
M05-day-119,E484P,2,1.829e-05,1.026,2021-03-08
M06-day-119,E484P,1,0.04,0.005472,2021-03-08
M06-day-119,E484P,1,0.01333,0.1791,2021-03-08
M06-day-119,E484P,1,0.004444,0.3919,2021-03-08
M06-day-119,E484P,1,0.001481,0.7393,2021-03-08
M06-day-119,E484P,1,0.0004938,0.8575,2021-03-08
M06-day-119,E484P,1,0.0001646,0.9467,2021-03-08
M06-day-119,E484P,1,5.487e-05,0.9934,2021-03-08
M06-day-119,E484P,1,1.829e-05,0.9024,2021-03-08
M06-day-119,E484P,2,0.04,0.01074,2021-03-08
M06-day-119,E484P,2,0.01333,0.1153,2021-03-08
M06-day-119,E484P,2,0.004444,0.4383,2021-03-08
M06-day-119,E484P,2,0.001481,0.7061,2021-03-08
M06-day-119,E484P,2,0.0004938,0.8177,2021-03-08
M06-day-119,E484P,2,0.0001646,0.9963,2021-03-08
M06-day-119,E484P,2,5.487e-05,1.001,2021-03-08
M06-day-119,E484P,2,1.829e-05,1.052,2021-03-08
M11-day-119,E484P,1,0.04,2.86e-06,2021-03-08
M11-day-119,E484P,1,0.01333,0.06757,2021-03-08
M11-day-119,E484P,1,0.004444,0.4463,2021-03-08
M11-day-119,E484P,1,0.001481,0.8123,2021-03-08
M11-day-119,E484P,1,0.0004938,0.821,2021-03-08
M11-day-119,E484P,1,0.0001646,0.9605,2021-03-08
M11-day-119,E484P,1,5.487e-05,0.9293,2021-03-08
M11-day-119,E484P,1,1.829e-05,1.071,2021-03-08
M11-day-119,E484P,2,0.04,-4.004e-06,2021-03-08
M11-day-119,E484P,2,0.01333,0.06702,2021-03-08
M11-day-119,E484P,2,0.004444,0.4426,2021-03-08
M11-day-119,E484P,2,0.001481,0.7721,2021-03-08
M11-day-119,E484P,2,0.0004938,0.9609,2021-03-08
M11-day-119,E484P,2,0.0001646,0.8797,2021-03-08
M11-day-119,E484P,2,5.487e-05,1.004,2021-03-08
M11-day-119,E484P,2,1.829e-05,1.121,2021-03-08
M12-day-119,E484P,1,0.04,3.053e-07,2021-03-08
M12-day-119,E484P,1,0.01333,0.05027,2021-03-08
M12-day-119,E484P,1,0.004444,0.4287,2021-03-08
M12-day-119,E484P,1,0.001481,0.8536,2021-03-08
M12-day-119,E484P,1,0.0004938,1.043,2021-03-08
M12-day-119,E484P,1,0.0001646,0.9629,2021-03-08
M12-day-119,E484P,1,5.487e-05,0.834,2021-03-08
M12-day-119,E484P,1,1.829e-05,1.096,2021-03-08
M12-day-119,E484P,2,0.04,-9.16e-07,2021-03-08
M12-day-119,E484P,2,0.01333,0.07518,2021-03-08
M12-day-119,E484P,2,0.004444,0.5014,2021-03-08
M12-day-119,E484P,2,0.001481,0.7577,2021-03-08
M12-day-119,E484P,2,0.0004938,0.9627,2021-03-08
M12-day-119,E484P,2,0.0001646,1.006,2021-03-08
M12-day-119,E484P,2,5.487e-05,0.9518,2021-03-08
M12-day-119,E484P,2,1.829e-05,0.9773,2021-03-08
M14-day-119,E484P,1,0.04,-1.313e-05,2021-03-08
M14-day-119,E484P,1,0.01333,0.006505,2021-03-08
M14-day-119,E484P,1,0.004444,0.1726,2021-03-08
M14-day-119,E484P,1,0.001481,0.5756,2021-03-08
M14-day-119,E484P,1,0.0004938,0.9784,2021-03-08
M14-day-119,E484P,1,0.0001646,0.9818,2021-03-08
M14-day-119,E484P,1,5.487e-05,0.9398,2021-03-08
M14-day-119,E484P,1,1.829e-05,0.8764,2021-03-08
M14-day-119,E484P,2,0.04,3.053e-07,2021-03-08
M14-day-119,E484P,2,0.01333,0.0001558,2021-03-08
M14-day-119,E484P,2,0.004444,0.1672,2021-03-08
M14-day-119,E484P,2,0.001481,0.6068,2021-03-08
M14-day-119,E484P,2,0.0004938,1.005,2021-03-08
M14-day-119,E484P,2,0.0001646,0.9952,2021-03-08
M14-day-119,E484P,2,5.487e-05,0.9298,2021-03-08
M14-day-119,E484P,2,1.829e-05,1.016,2021-03-08
23_d120,E484P,1,0.04,0.002638,2021-03-08
23_d120,E484P,1,0.01333,0.2983,2021-03-08
23_d120,E484P,1,0.004444,0.398,2021-03-08
23_d120,E484P,1,0.001481,0.639,2021-03-08
23_d120,E484P,1,0.0004938,0.8393,2021-03-08
23_d120,E484P,1,0.0001646,0.9144,2021-03-08
23_d120,E484P,1,5.487e-05,0.9655,2021-03-08
23_d120,E484P,1,1.829e-05,0.9154,2021-03-08
23_d120,E484P,2,0.04,0.001946,2021-03-08
23_d120,E484P,2,0.01333,0.2838,2021-03-08
23_d120,E484P,2,0.004444,0.4614,2021-03-08
23_d120,E484P,2,0.001481,0.6108,2021-03-08
23_d120,E484P,2,0.0004938,0.8143,2021-03-08
23_d120,E484P,2,0.0001646,0.8671,2021-03-08
23_d120,E484P,2,5.487e-05,0.8873,2021-03-08
23_d120,E484P,2,1.829e-05,0.8828,2021-03-08
1C_d113,E484P,1,0.04,0.2107,2021-03-08
1C_d113,E484P,1,0.01333,0.467,2021-03-08
1C_d113,E484P,1,0.004444,0.6036,2021-03-08
1C_d113,E484P,1,0.001481,0.8334,2021-03-08
1C_d113,E484P,1,0.0004938,0.9423,2021-03-08
1C_d113,E484P,1,0.0001646,0.976,2021-03-08
1C_d113,E484P,1,5.487e-05,0.8872,2021-03-08
1C_d113,E484P,1,1.829e-05,1.022,2021-03-08
1C_d113,E484P,2,0.04,0.2436,2021-03-08
1C_d113,E484P,2,0.01333,0.5127,2021-03-08
1C_d113,E484P,2,0.004444,0.556,2021-03-08
1C_d113,E484P,2,0.001481,0.7369,2021-03-08
1C_d113,E484P,2,0.0004938,1.002,2021-03-08
1C_d113,E484P,2,0.0001646,0.8906,2021-03-08
1C_d113,E484P,2,5.487e-05,0.8694,2021-03-08
1C_d113,E484P,2,1.829e-05,0.7525,2021-03-08
M03-day-119,G446V,1,0.04,-4.226e-06,2021-03-08
M03-day-119,G446V,1,0.01333,-1.588e-05,2021-03-08
M03-day-119,G446V,1,0.004444,0.09456,2021-03-08
M03-day-119,G446V,1,0.001481,0.3539,2021-03-08
M03-day-119,G446V,1,0.0004938,0.6863,2021-03-08
M03-day-119,G446V,1,0.0001646,0.922,2021-03-08
M03-day-119,G446V,1,5.487e-05,0.7261,2021-03-08
M03-day-119,G446V,1,1.829e-05,1.025,2021-03-08
M03-day-119,G446V,2,0.04,2.958e-05,2021-03-08
M03-day-119,G446V,2,0.01333,0.006405,2021-03-08
M03-day-119,G446V,2,0.004444,0.09296,2021-03-08
M03-day-119,G446V,2,0.001481,0.3274,2021-03-08
M03-day-119,G446V,2,0.0004938,0.6674,2021-03-08
M03-day-119,G446V,2,0.0001646,0.873,2021-03-08
M03-day-119,G446V,2,5.487e-05,1.019,2021-03-08
M03-day-119,G446V,2,1.829e-05,0.8449,2021-03-08
M05-day-119,G446V,1,0.04,-1.55e-05,2021-03-08
M05-day-119,G446V,1,0.01333,0.006301,2021-03-08
M05-day-119,G446V,1,0.004444,0.02881,2021-03-08
M05-day-119,G446V,1,0.001481,0.3283,2021-03-08
M05-day-119,G446V,1,0.0004938,0.4748,2021-03-08
M05-day-119,G446V,1,0.0001646,0.9015,2021-03-08
M05-day-119,G446V,1,5.487e-05,1.019,2021-03-08
M05-day-119,G446V,1,1.829e-05,1.011,2021-03-08
M05-day-119,G446V,2,0.04,7.043e-06,2021-03-08
M05-day-119,G446V,2,0.01333,-2.743e-05,2021-03-08
M05-day-119,G446V,2,0.004444,0.007368,2021-03-08
M05-day-119,G446V,2,0.001481,0.2655,2021-03-08
M05-day-119,G446V,2,0.0004938,0.49,2021-03-08
M05-day-119,G446V,2,0.0001646,0.8522,2021-03-08
M05-day-119,G446V,2,5.487e-05,0.9526,2021-03-08
M05-day-119,G446V,2,1.829e-05,1.271,2021-03-08
M06-day-119,G446V,1,0.04,-2.676e-05,2021-03-08
M06-day-119,G446V,1,0.01333,0.04302,2021-03-08
M06-day-119,G446V,1,0.004444,0.2087,2021-03-08
M06-day-119,G446V,1,0.001481,0.4831,2021-03-08
M06-day-119,G446V,1,0.0004938,0.7146,2021-03-08
M06-day-119,G446V,1,0.0001646,0.9637,2021-03-08
M06-day-119,G446V,1,5.487e-05,0.9965,2021-03-08
M06-day-119,G446V,1,1.829e-05,0.9167,2021-03-08
M06-day-119,G446V,2,0.04,-2.676e-05,2021-03-08
M06-day-119,G446V,2,0.01333,0.09046,2021-03-08
M06-day-119,G446V,2,0.004444,0.1529,2021-03-08
M06-day-119,G446V,2,0.001481,0.4421,2021-03-08
M06-day-119,G446V,2,0.0004938,0.6974,2021-03-08
M06-day-119,G446V,2,0.0001646,0.9071,2021-03-08
M06-day-119,G446V,2,5.487e-05,0.9463,2021-03-08
M06-day-119,G446V,2,1.829e-05,0.9198,2021-03-08
M11-day-119,G446V,1,0.04,5.212e-05,2021-03-08
M11-day-119,G446V,1,0.01333,0.0002151,2021-03-08
M11-day-119,G446V,1,0.004444,0.08694,2021-03-08
M11-day-119,G446V,1,0.001481,0.5025,2021-03-08
M11-day-119,G446V,1,0.0004938,0.9281,2021-03-08
M11-day-119,G446V,1,0.0001646,0.9507,2021-03-08
M11-day-119,G446V,1,5.487e-05,0.8473,2021-03-08
M11-day-119,G446V,1,1.829e-05,1.103,2021-03-08
M11-day-119,G446V,2,0.04,0.0001197,2021-03-08
M11-day-119,G446V,2,0.01333,-4.331e-06,2021-03-08
M11-day-119,G446V,2,0.004444,0.08935,2021-03-08
M11-day-119,G446V,2,0.001481,0.2478,2021-03-08
M11-day-119,G446V,2,0.0004938,0.5578,2021-03-08
M11-day-119,G446V,2,0.0001646,0.7425,2021-03-08
M11-day-119,G446V,2,5.487e-05,1.002,2021-03-08
M11-day-119,G446V,2,1.829e-05,1.062,2021-03-08
M12-day-119,G446V,1,0.04,-7.232e-05,2021-03-08
M12-day-119,G446V,1,0.01333,5.837e-05,2021-03-08
M12-day-119,G446V,1,0.004444,0.08958,2021-03-08
M12-day-119,G446V,1,0.001481,0.2471,2021-03-08
